"borough","nm_street","latitude","longitude"
"Brooklyn","Crescent Street","40678547","-7387079"
"Brooklyn","Ingraham Street","407071535","-739314809"
"Brooklyn","44 Street","40633835","-73982605"
"Brooklyn","Flatbush Avenue","40629192","-7394382"
"Brooklyn","Ocean Avenue","40651474","-7396127"
"Brooklyn","Bay 38 Street","40595688","-7399075"
"Brooklyn","New Lots Avenue","406697","-7387494"
"Brooklyn","Linden Boulevard","40653683","-7393255"
"Brooklyn","President Street","406828","-7400005"
"Brooklyn","Pennsylvania Avenue","4066047","-7389205"
"Brooklyn","Quentin Road","40609047","-739511"
"Brooklyn","5 Avenue","4066712","-73988014"
"Brooklyn","East 55 Street","4065692","-73926094"
"Brooklyn","86 Street","4059365","-7398016"
"Brooklyn","Kingston Avenue","4067034","-73942116"
"Brooklyn","Calyer Street","40730064","-7394743"
"Brooklyn","Pulaski Street","40693413","-73940125"
"Brooklyn","Boyland Street","40677055","-7391364"
"Brooklyn","14 Street","40663883","-739841"
"Brooklyn","16 Avenue","4063543","-7398096"
"Brooklyn","Foster Avenue","40649776","-73903465"
"Brooklyn","6 Avenue","4067105","-7398143"
"Brooklyn","23 Avenue","40603424","-7398869"
"Brooklyn","Belt Parkway","4058428","-7392529"
"Brooklyn","East 23 Street","40639065","-7395598"
"Brooklyn","Sullivan Street","40676834","-740108"
"Brooklyn","Coney Island Avenue","4058327","-7396006"
"Brooklyn","Brooklyn Queens Expressway","40631924","-74016495"
"Brooklyn","Neptune Avenue","40579826","-7397622"
"Brooklyn","East 76 Street","40633125","-73915695"
"Brooklyn","Prospect Expressway East","4066392","-7399045"
"Brooklyn","3 Avenue","4067314","-7398964"
"Brooklyn","65 Street","4062959","-74007484"
"Brooklyn","Flatbush Avenue","4068087","-7397515"
"Brooklyn","Woodruff Avenue","40653465","-7396328"
"Brooklyn","Corbin Place","40579193","-7395435"
"Brooklyn","10 Avenue","40659863","-7397752"
"Brooklyn","Sheepshead Bay Road","4058549","-739516"
"Brooklyn","Nostrand Avenue","406157","-7394478"
"Brooklyn","Irving Avenue","40705677","-73926094"
"Brooklyn","Bay 19 Street","406048","-74004456"
"Brooklyn","Flatbush Avenue","40688904","-73980934"
"Brooklyn","Emmons Avenue","405839","-7393874"
"Brooklyn","Flatbush Avenue Extension","40690163","-7398161"
"Brooklyn","Prospect Park West","40665657","-7397598"
"Brooklyn","East 26 Street","405837","-7394259"
"Brooklyn","Brooklyn Queens Expressway","40718987","-7394635"
"Brooklyn","Kent Avenue","40699482","-7396104"
"Brooklyn","3 Avenue","406277","-7402933"
"Brooklyn","Classon Avenue","4067312","-7396072"
"Brooklyn","Rutherford Place","40605072","-74004944"
"Brooklyn","Linden Boulevard","40665596","-7387431"
"Brooklyn","Pacific Street","40676254","-7392435"
"Brooklyn","Albemarle Road","40647243","-7396048"
"Brooklyn","Spencer Street","40691017","-73954475"
"Brooklyn","5 Avenue","4067641","-7398047"
"Brooklyn","Ocean Parkway","405833519","-739669182"
"Brooklyn","Remsen Avenue","40646996","-7391352"
"Brooklyn","2 Street","40671112","-73978065"
"Brooklyn","Flatbush Avenue","40631577","-73946335"
"Brooklyn","Union Street","40667465","-739247"
"Brooklyn","Essex Street","40657005","-7387224"
"Brooklyn","Navy Street","40696762","-7398043"
"Brooklyn","Spencer Street","4069909","-7395608"
"Brooklyn","Whipple Street","40701862","-7394383"
"Brooklyn","Eastern Parkway","4067392","-7391012"
"Brooklyn","Pulaski Street","4069442","-7393135"
"Brooklyn","Bay 50 Street","4058838","-73984"
"Brooklyn","Bedford Avenue","40666138","-739567"
"Brooklyn","4 Avenue","4063275","-7402428"
"Brooklyn","East 10 Street","40615093","-7396436"
"Brooklyn","Lee Avenue","40706463","-7396079"
"Brooklyn","41 Street","40640835","-7398967"
"Brooklyn","Avenue L","40633995","-7390253"
"Brooklyn","Glenmore Avenue","4067385","-7389155"
"Brooklyn","Atlantic Avenue","40676395","-7391187"
"Brooklyn","Franklin Avenue","4068773","-7395699"
"Brooklyn","Greenpoint Avenue","4073024","-739539"
"Brooklyn","East 24 Street","4060677","-7394892"
"Brooklyn","Flatlands Avenue","4065204","-73887955"
"Brooklyn","Church Avenue","4065067","-7395248"
"Brooklyn","Cortelyou Road","40644306","-7395179"
"Brooklyn","Graham Avenue","407040685","-739428234"
"Brooklyn","Linden Boulevard","4065418","-7391072"
"Brooklyn","New Lots Avenue","40658302","-7390104"
"Brooklyn","Empire Boulevard","40664112","-7394777"
"Brooklyn","Leonard Street","40709175","-7394686"
"Brooklyn","Prospect Avenue","40667027","-739952"
"Brooklyn","Lenox Road","40658966","-739191"
"Brooklyn","Nostrand Avenue","40637997","-7394822"
"Brooklyn","Avenue L","40636734","-7389831"
"Brooklyn","50 Street","40640602","-7400289"
"Brooklyn","New Jersey Avenue","4066798","-73893845"
"Brooklyn","New Utrecht Avenue","40626823","-73996796"
"Brooklyn","Kings Highway","40606518","-7396447"
"Brooklyn","Monitor Street","40723274","-7394223"
"Brooklyn","Pennsylvania Avenue","40652752","-7388629"
"Brooklyn","Wythe Avenue","4070519","-7396662"
"Brooklyn","Remsen Avenue","4063944","-7390508"
"Brooklyn","Bedford Avenue","40638496","-7395395"
"Brooklyn","Aviation Road","40583725","-7389372"
"Brooklyn","East 51 Street","40660656","-7393033"
"Brooklyn","Church Avenue","4065081","-7394938"
"Brooklyn","Logan Street","40661854","-7386938"
"Brooklyn","East 95 Street","40642574","-7390235"
"Brooklyn","East 18 Street","40599743","-7395366"
"Brooklyn","Grand Street","4071337","-73934814"
"Brooklyn","Classon Avenue","40690346","-739603"
"Brooklyn","Cozine Avenue","4065635","-7388217"
"Brooklyn","Jamaica Avenue","4068016","-73893196"
"Brooklyn","Avenue O","4061074","-7397919"
"Brooklyn","Meserole Avenue","40727962","-7395008"
"Brooklyn","De Kalb Avenue","40689582","-739721373"
"Brooklyn","Manhattan Avenue","40729946","-7395416"
"Brooklyn","Fulton Street","40681828","-7387858"
"Brooklyn","Driggs Avenue","4071135","-7396143"
"Brooklyn","Utica Avenue","406144783","-739264002"
"Brooklyn","Troy Avenue","4067356","-7393627"
"Brooklyn","Park Avenue","406972","-73952934"
"Brooklyn","Hegeman Avenue","406631","-7388429"
"Brooklyn","Ocean Avenue","4065008","-7396101"
"Brooklyn","Boyland Street","4067572","-73913765"
"Brooklyn","Foster Avenue","40639915","-7392717"
"Brooklyn","Eastern Parkway","40668888","-7392138"
"Brooklyn","Church Avenue","40648834","-73964645"
"Brooklyn","Van Siclen Avenue","40671173","-73889946"
"Brooklyn","3 Avenue","4064606","-7401648"
"Brooklyn","Sterling Place","4067238","-7394749"
"Brooklyn","7 Avenue","4063073","-7401734"
"Brooklyn","Nichols Avenue","4068632","-73869095"
"Brooklyn","Farragut Road","40635708","-7395439"
"Brooklyn","Warren Street","40687397","-73995735"
"Brooklyn","Hicks Street","40687317","-7400006"
"Brooklyn","Howard Avenue","40670868","-739198"
"Brooklyn","Atlantic Avenue","40678543","-73949684"
"Brooklyn","42 Street","40634678","-7398096"
"Brooklyn","Court Street","4067713","-7399842"
"Brooklyn","East 32 Street","40640102","-7394652"
"Brooklyn","South 5 Street","40712315","-7396688"
"Brooklyn","Flatbush Avenue","40645626","-7395808"
"Brooklyn","Caton Avenue","40647594","-7397351"
"Brooklyn","South 3 Street","4070931","-73953735"
"Brooklyn","Atlantic Avenue","40678318","-7394693"
"Brooklyn","Rockaway Avenue","4064926","-7390551"
"Brooklyn","Kenilworth Place","40634026","-7395023"
"Brooklyn","East New York Avenue","4067131","-7391309"
"Brooklyn","Coney Island Avenue","40594364","-739609"
"Brooklyn","Fulton Street","40690292","-7398444"
"Brooklyn","Avenue V","40595463","-73967384"
"Brooklyn","3 Avenue","40655518","-7400644"
"Brooklyn","Hegeman Avenue","40657227","-73900764"
"Brooklyn","Saratoga Avenue","4067141","-73916954"
"Brooklyn","East 21 Street","40642944","-7395862"
"Brooklyn","Atlantic Avenue","40677338","-73927536"
"Brooklyn","Avenue Z","40588066","-7395342"
"Brooklyn","Williamsburg Street West","4070166","-73961464"
"Brooklyn","Flatlands Avenue","4065452","-73882225"
"Brooklyn","11 Avenue","40636414","-7399786"
"Brooklyn","Flatlands Avenue","406527684","-738862898"
"Brooklyn","Herkimer Street","40679634","-7394959"
"Brooklyn","East 56 Street","4063791","-7392309"
"Brooklyn","Avenue O","40611702","-7397046"
"Brooklyn","Snyder Avenue","40650585","-7392252"
"Brooklyn","Lincoln Avenue","4068767","-73870285"
"Brooklyn","Avenue T","40603344","-7393684"
"Brooklyn","East 82 Street","40636204","-7391149"
"Brooklyn","Kings Highway","40649868","-73923836"
"Brooklyn","Olive Street","4071319","-7393879"
"Brooklyn","Stanley Avenue","40656616","-7389027"
"Brooklyn","North 10 Street","4071791","-7395341"
"Brooklyn","East 92 Street","4066399","-7392988"
"Brooklyn","Division Avenue","40707596","-7396187"
"Brooklyn","Belt Parkway","4058864","-7390874"
"Brooklyn","Broadway","4070321","-7394626"
"Brooklyn","Vanderbilt Avenue","40676785","-73969185"
"Brooklyn","Eagle Street","4073476","-7395927"
"Brooklyn","Broadway","40680946","-7390703"
"Brooklyn","Livonia Avenue","4066406","-7389869"
"Brooklyn","Cortelyou Road","4064043","-7396618"
"Brooklyn","Rutland Road","4066386","-7392456"
"Brooklyn","Olive Street","4071249","-7393848"
"Brooklyn","East 28 Street","406457415","-739507706"
"Brooklyn","Leonard Street","40714214","-7394773"
"Brooklyn","Sigourney Street","4067266","-7400864"
"Brooklyn","Throop Avenue","4069603","-739435263"
"Brooklyn","85 Street","40615997","-74015495"
"Brooklyn","52 Street","40646637","-7401589"
"Brooklyn","Ocean Parkway","4061196","-7396816"
"Brooklyn","Bushwick Avenue","40685368","-739109"
"Brooklyn","Avenue L","40633892","-739027"
"Brooklyn","Prospect Expressway East","4065907","-7398597"
"Brooklyn","East 40 Street","40653206","-7394024"
"Brooklyn","Crown Street","40666435","-7395341"
"Brooklyn","Haring Street","40604412","-7394162"
"Brooklyn","Vanderbilt Avenue","406931332","-739698315"
"Brooklyn","Flatbush Avenue","40652927","-73959335"
"Brooklyn","44 Street","40636913","-73987724"
"Brooklyn","Foster Avenue","40638546","-7394908"
"Brooklyn","East 35 Street","40614162","-73937546"
"Brooklyn","Ocean Avenue","40622055","-73955696"
"Brooklyn","Marcus Garvey Boulevard","4069268","-7393998"
"Brooklyn","Saratoga Avenue","40678574","-73916306"
"Brooklyn","Fulton Street","40691048","-73986336"
"Brooklyn","36 Street","40641323","-73983"
"Brooklyn","Ralph Avenue","4068781","-739237"
"Brooklyn","Avenue T","4059793","-739855"
"Brooklyn","Franklin Street","40727753","-7395725"
"Brooklyn","Pennsylvania Avenue","4064844","-7388242"
"Brooklyn","Ridgewood Avenue","4068286","-7388447"
"Brooklyn","Newkirk Avenue","40639984","-7394842"
"Brooklyn","Ralph Avenue","40651524","-73920685"
"Brooklyn","5 Avenue","40643288","-740122"
"Brooklyn","Remsen Avenue","4065605","-7392361"
"Brooklyn","East 87 Street","4063853","-7390785"
"Brooklyn","Flatlands Avenue","4062444","-739304"
"Brooklyn","Bartlett Street","40700462","-73947495"
"Brooklyn","Belt Parkway","4059553","-7399886"
"Brooklyn","Fulton Street","406802409","-739467485"
"Brooklyn","Bedford Avenue","4060642","-7394788"
"Brooklyn","Grand Street","40712784","-73937256"
"Brooklyn","Belt Parkway","4063844","-74036766"
"Brooklyn","Graham Avenue","4071878","-7394509"
"Brooklyn","Belt Parkway","40639725","-7403605"
"Brooklyn","East 51 Street","4065451","-7392968"
"Brooklyn","Fulton Street","4068286","-7396398"
"Brooklyn","50 Street","40643776","-74008125"
"Brooklyn","Flushing Avenue","4069904","-7395655"
"Brooklyn","Jackie Robinson Pkwy","40678234","-7389753"
"Brooklyn","Pennsylvania Avenue","40676746","-7389713"
"Brooklyn","Grand Street","40710907","-7395165"
"Brooklyn","Riverdale Avenue","40661015","-7390853"
"Brooklyn","Avenue N","4061931","-7392111"
"Brooklyn","Pacific Street","40677048","-739387"
"Brooklyn","Livonia Avenue","40663925","-7389961"
"Brooklyn","Midwood Street","4066119","-73933586"
"Brooklyn","Bond Street","40685024","-7398612"
"Brooklyn","Smith Street","40686726","-7399047"
"Brooklyn","Ocean Parkway","4062893","-73971375"
"Brooklyn","45 Street","4064927","-74009674"
"Brooklyn","East 51 Street","4061454","-739254"
"Brooklyn","Carlton Avenue","4069325","-7397287"
"Brooklyn","Pitkin Avenue","40672844","-7388943"
"Brooklyn","Dahill Road","40609463","-7397419"
"Brooklyn","Moore Street","40703842","-73941795"
"Brooklyn","Barbey Street","40658257","-7388072"
"Brooklyn","Avenue P","40607864","-73981636"
"Brooklyn","Dwight Street","40674755","-7401056"
"Brooklyn","Saratoga Avenue","4066131","-73915405"
"Brooklyn","76 Street","4061157","-73994606"
"Brooklyn","Avenue P","40611477","-7394883"
"Brooklyn","Fort Hamilton Parkway","40637413","-739991"
"Brooklyn","North 6 Street","407168","-7395757"
"Brooklyn","East 49 Street","4064437","-7393061"
"Brooklyn","Bradford Street","40670876","-7389172"
"Brooklyn","86 Street","4059582","-7398373"
"Brooklyn","Clarendon Road","40644394","-73930405"
"Brooklyn","New Utrecht Avenue","40631573","-7399547"
"Brooklyn","8 Avenue","4062979","-74015495"
"Brooklyn","Atlantic Avenue","4067898","-7388107"
"Brooklyn","88 Street","40622852","-7403508"
"Brooklyn","Starr Street","40700935","-7392722"
"Brooklyn","Rogers Avenue","406522375","-739527953"
"Brooklyn","Sutter Avenue","4066841","-7390167"
"Brooklyn","Blake Avenue","4066384","-7392166"
"Brooklyn","East 94 Street","40652313","-73914444"
"Brooklyn","Ditmas Avenue","40639763","-73958015"
"Brooklyn","4 Avenue","40640263","-74019035"
"Brooklyn","Flatlands Avenue","40620716","-7393616"
"Brooklyn","Canarsie Road","40630943","-73889244"
"Brooklyn","Macdougal Street","40679935","-7391389"
"Brooklyn","Broadway","40705227","-73949844"
"Brooklyn","Belt Parkway","40638527","-7387853"
"Brooklyn","21 Avenue","40601578","-7399783"
"Brooklyn","Crescent Street","4067206","-73869194"
"Brooklyn","Saratoga Avenue","4066871","-7391731"
"Brooklyn","Albany Avenue","406746","-739389"
"Brooklyn","7 Avenue","40630283","-7401635"
"Brooklyn","Bushwick Avenue","40687504","-7391465"
"Brooklyn","Central Avenue","4070029","-7392904"
"Brooklyn","Flatbush Avenue","4058253","-73892456"
"Brooklyn","Ocean Parkway","40619396","-73969574"
"Brooklyn","Atlantic Avenue","4067704","-7392241"
"Brooklyn","Coney Island Avenue","40629936","-73966194"
"Brooklyn","Marcus Garvey Boulevard","40689754","-7393939"
"Brooklyn","Porter Avenue","4070618","-7392846"
"Brooklyn","Glenwood Road","40641727","-73907646"
"Brooklyn","Cleveland Street","40677834","-7388509"
"Brooklyn","East 95 Street","40643215","-7390306"
"Brooklyn","Winthrop Street","40662743","-73921936"
"Brooklyn","Atlantic Avenue","40681686","-73871574"
"Brooklyn","Marcus Garvey Boulevard","4068389","-7393823"
"Brooklyn","Franklin Avenue","406768082","-739557498"
"Brooklyn","Franklin Street","40732716","-7395807"
"Brooklyn","Atlantic Avenue","4067752","-7393123"
"Brooklyn","Ocean Avenue","40612377","-73953865"
"Brooklyn","Rogers Avenue","40662582","-73953766"
"Brooklyn","Sutter Avenue","40665905","-7391854"
"Brooklyn","Avenue D","40640945","-7394852"
"Brooklyn","Rogers Avenue","4064967","-7395237"
"Brooklyn","Linden Boulevard","4066384","-738784"
"Brooklyn","Rockaway Parkway","4064501","-73902176"
"Brooklyn","Nostrand Avenue","4062802","-7394713"
"Brooklyn","Ocean Parkway","40634094","-7397206"
"Brooklyn","Coney Island Avenue","40616238","-7396357"
"Brooklyn","Willmohr Street","40657856","-739165"
"Brooklyn","Jefferson Street","40700718","-73929794"
"Brooklyn","Avenue U","40598938","-7395548"
"Brooklyn","Avenue D","4064124","-73943726"
"Brooklyn","Flushing Avenue","40700966","-7394093"
"Brooklyn","Atlantic Avenue","40683514","-7397596"
"Brooklyn","President Street","40681725","-73996216"
"Brooklyn","Kings Highway","4062788","-7393251"
"Brooklyn","Glenwood Road","40633545","-7392033"
"Brooklyn","Lafayette Avenue","4068986","-7395147"
"Brooklyn","Hamilton Avenue","406687388","-739966728"
"Brooklyn","Wallabout Street","40699707","-7395718"
"Brooklyn","Pennsylvania Avenue","40653233","-73886635"
"Brooklyn","Bedford Avenue","4060455","-7394752"
"Brooklyn","Belt Parkway","40582687","-7397671"
"Brooklyn","Atlantic Avenue","40676273","-73909515"
"Brooklyn","Broadway","40708904","-7395926"
"Brooklyn","Utica Avenue","40631035","-7392819"
"Brooklyn","Atlantic Avenue","40677773","-7393587"
"Brooklyn","Tilden Avenue","40647034","-7394529"
"Brooklyn","Ocean Parkway","40626274","-7397087"
"Brooklyn","Rockaway Parkway","40655384","-7391376"
"Brooklyn","Albemarle Road","40647125","-739615"
"Brooklyn","Avenue O","4061243","-7396386"
"Brooklyn","Flatlands Avenue","4062621","-73927666"
"Brooklyn","Brighton 8 Street","405825","-7396118"
"Brooklyn","4 Avenue","4066854","-73990234"
"Brooklyn","Hegeman Avenue","40655853","-73910126"
"Brooklyn","East 14 Street","40600986","-7395776"
"Brooklyn","Cherry Street","4072404","-7393606"
"Brooklyn","Dean Street","4067612","-73936005"
"Brooklyn","Jamaica Avenue","4069118","-73868065"
"Brooklyn","Ralph Avenue","40684315","-7392299"
"Brooklyn","Troy Avenue","40666428","-7393691"
"Brooklyn","Shore Parkway","40592403","-739954"
"Brooklyn","Cropsey Avenue","40597267","-73998665"
"Brooklyn","Avenue T","4059931","-73972916"
"Brooklyn","Conduit Boulevard","406756691","-738643459"
"Brooklyn","Broadway","4069864","-7393819"
"Brooklyn","Lincoln Place","4067019","-7393935"
"Brooklyn","Throop Avenue","40694557","-7394325"
"Brooklyn","Fort Hamilton Parkway","40645123","-73986916"
"Brooklyn","Glenmore Avenue","4067579","-73878365"
"Brooklyn","Rogers Avenue","40668224","-73953445"
"Brooklyn","Nevins Street","40688316","-7398116"
"Brooklyn","Voorhies Avenue","405862603","-739489224"
"Brooklyn","40 Street","4063544","-7397912"
"Brooklyn","18 Avenue","4062945","-73979866"
"Brooklyn","Belt Parkway","406427","-7387661"
"Brooklyn","74 Street","40610115","-73988945"
"Brooklyn","Bedford Avenue","40703434","-7396035"
"Brooklyn","Ralph Avenue","4067887","-7392165"
"Brooklyn","Varick Avenue","40709732","-7392792"
"Brooklyn","Nostrand Avenue","406196053","-739455181"
"Brooklyn","Manhattan Avenue","40723366","-7395055"
"Brooklyn","Wortman Avenue","4065478","-73889984"
"Brooklyn","Dorchester Road","4063761","-7396754"
"Brooklyn","Stone Avenue","40657135","-7390365"
